Gene ID;Gene Name or Symbol;Product Description;Variantome;Fraschka;ChIP on ChIP;Our ChIP seq;Likely Variant ;Final LC;Final Customized;Final HC
PF3D7_0218300;N/A;rRNA methyltransferase, putative;;;;;;;;
PF3D7_0218400;DDX47;ATP-dependent RNA helicase DDX47, putative;;;;;;;;
PF3D7_0218500;SNRPD2;small nuclear ribonucleoprotein Sm D2, putative;;;;;;;;
PF3D7_0218600;N/A;patatin-like phospholipase, putative;;;;;;;;
PF3D7_0218700;PRP45;pre-mRNA-processing protein 45, putative;;;;;;;;
PF3D7_0218800;N/A;ribonuclease P;;;;;;;;
PF3D7_0218900;N/A;Plasmodium RNA of unknown function RUF2;;;;;;;;
PF3D7_0219000;N/A;small nucleolar RNA snoR01;;;;;;;;
PF3D7_0219100;N/A;saccharopine dehydrogenase, putative;;;;;;;;
PF3D7_0219200;N/A;40S ribosomal protein S30;;;;;;;;
PF3D7_0219300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0219400;N/A;ribosome associated membrane protein RAMP4, putative, unspecified product;;;;;;;;
PF3D7_0219500;N/A;pseudouridine synthase, putative;;;;;;;;
PF3D7_0219600;RFC1;replication factor C subunit 1, putative;;;;;;;;
PF3D7_0219700;GEXP20;Plasmodium exported protein (PHISTc), unknown function;;;;;;;;
PF3D7_0219800;N/A;Plasmodium exported protein (PHISTc), unknown function;;;;;;;;
PF3D7_0219900;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_0220000;LSA3;liver stage antigen 3;;;;;;;;
PF3D7_0220100;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_0220200;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_0220300;N/A;Plasmodium exported protein, unknown function;YES;;;;;YES;;
PF3D7_0220400;N/A;DnaJ protein, putative, pseudogene;;;;;YES;;YES;
PF3D7_0220500;N/A;Plasmodium exported protein (hyp2), unknown function;YES;Yes - Strains;;;;YES;YES;YES
PF3D7_0220600;N/A;Plasmodium exported protein (hyp9), unknown function;;;;;;;;
PF3D7_0220700;N/A;Plasmodium exported protein (hyp9), unknown function;;;;;;;;
PF3D7_0220800;CLAG2;cytoadherence linked asexual protein 2;YES;;YES;YES;;YES;YES;YES
PF3D7_0220900;N/A;Plasmodium exported protein, unknown function, pseudogene;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0221000;N/A;Plasmodium exported protein, unknown function;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0221100;N/A;Plasmodium exported protein, unknown function, pseudogene;;Yes - Strains;YES;YES;;YES;YES;YES
PF3D7_0221200;N/A;Plasmodium exported protein (hyp15), unknown function;YES;Yes - Strains;YES;YES;;YES;YES;YES
PF3D7_0221300;N/A;Plasmodium exported protein, unknown function, pseudogene;;YES - HC;;YES;;YES;YES;YES
PF3D7_0221400;N/A;stevor;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0221500;N/A;Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0221600;N/A;Plasmodium exported protein, unknown function, pseudogene;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0221650;N/A;Plasmodium exported protein, unknown function, pseudogene;;;;YES;;YES;YES;
PF3D7_0221700;N/A;Plasmodium exported protein, unknown function;YES;YES - LC;YES;YES;;YES;YES;YES
PF3D7_0221800;N/A;hypothetical protein;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0221900;N/A;erythrocyte membrane protein 1 (PfEMP1), pseudogene;YES;;YES;YES;;YES;YES;YES
PF3D7_0222000;EPF1;exported protein family 1;;;;YES;;YES;YES;
PF3D7_0222100;MC-2TM;Pfmc-2TM Maurer's cleft two transmembrane protein;YES;;YES;YES;;YES;YES;YES
PF3D7_0222200;EPF3;exported protein family 3;;;;YES;;YES;YES;
PF3D7_0222300;EPF4;exported protein family 4, pseudogene;;;;YES;;YES;YES;
PF3D7_0222400;RIF;rifin, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0222500;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0222600;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0222700;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0222800;N/A;stevor;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0222900;VAR;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0223100;RIF;rifin;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0223200;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0223300;N/A;erythrocyte membrane protein 1 (PfEMP1), exon 2;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0223400;RIF;rifin;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0223500;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0300100;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0300200;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0300300;VAR;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;;;YES;YES;YES;YES;
PF3D7_0300400;N/A;stevor;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0300500;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0300600;N/A;Plasmodium exported protein, unknown function, fragment;;;;YES;;YES;YES;
PF3D7_0300700;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0300800;RIF;rifin;;;YES;YES;YES;YES;YES;YES
PF3D7_0300900;N/A;stevor-like;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0301000;ACS2;acyl-CoA synthetase;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0301100;N/A;Plasmodium exported protein (hyp13), unknown function;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0301200;FIKK3;serine/threonine protein kinase, FIKK family;;;YES;YES;;YES;YES;YES
PF3D7_0301300;EH1;epoxide hydrolase 1;;;;;;;;
PF3D7_0301400;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_0301500;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_0301600;GEXP21;Plasmodium exported protein (hyp1), unknown function;;;;;;;;
PF3D7_0301700;N/A;Plasmodium exported protein, unknown function;YES;;;;;YES;;
PF3D7_0301800;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_0301900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0302000;PRP46;pre-mRNA-splicing factor PRP46, putative;;;;;;;;
PF3D7_0302100;SRPK1;serine/threonine protein kinase;;;YES;YES;;YES;YES;YES
PF3D7_0302200;CLAG3.2;cytoadherence linked asexual protein 3.2;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0302300;N/A;erythrocyte membrane protein 1 (PfEMP1), pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0302400;N/A;unspecified product;;;;YES;;YES;YES;
PF3D7_0302500;CLAG3.1;cytoadherence linked asexual protein 3.1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0302600;ABCB4;ABC transporter B family member 4, putative;;;;;;;;
PF3D7_0302700;N/A;CDGSH iron-sulfur domain-containing protein, putative;;;;;;;;
PF3D7_0302800;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_0302900;N/A;exportin-1, putative;;;;;;;;
PF3D7_0303000;NSF;N-ethylmaleimide-sensitive fusion protein;;;;;;;;
PF3D7_0303100;N/A;CLP1 P-loop domain-containing protein, putative;;;;;;;;
PF3D7_0303200;N/A;HAD superfamily protein, putative;;;;;;;;
PF3D7_0303300;RPB6;DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative;;;;;;;;
PF3D7_0303400;DHHC1;palmitoyltransferase DHHC1;;;;;;;;
PF3D7_0303500;N/A;spindle pole body protein, putative;;;;;;;;
PF3D7_0303600;Plrx;plasmoredoxin;;;;;;;;
PF3D7_0303700;BCKDH-E2;lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex;;;;;;;;
PF3D7_0303800;N/A;IBR domain protein, putative;;;;;;;;
PF3D7_0303900;N/A;phosphatidylethanolamine-binding protein, putative;;;;;;;;
PF3D7_0304000;IMC1a;inner membrane complex protein 1a, putative;;;;;;;;
PF3D7_0304100;IMC1e;inner membrane complex protein 1e, putative;;;;;;;;
PF3D7_0304200;EHD;EH domain-containing protein;;;;;;;;
PF3D7_0304300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0304400;RPL44;60S ribosomal protein L44;;;;;;;;
PF3D7_0304500;GLP1;1-cys-glutaredoxin-like protein-1;;;;;;;;
PF3D7_0304600;CSP;circumsporozoite (CS) protein;;;;;;;;
PF3D7_0304700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0304800;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0304900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0305000;EF-Ts;elongation factor Ts;;;;;;;;
PF3D7_0305100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0305200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0305300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0305400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0305500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0305600;N/A;DNA-(apurinic or apyrimidinic site) lyase, putative;;;;;;;;
PF3D7_0305700;N/A;ubiquitin-conjugating enzyme E2, putative;;;;;;;;
PF3D7_0305800;N/A;P-loop containing nucleoside triphosphate hydrolase, putative;;;;;;;;
PF3D7_0305900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0306000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0306100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0306200;AHA1;activator of Hsp90 ATPase;;;;;;;;
PF3D7_0306300;GRX1;glutaredoxin 1;;;;;;;;
PF3D7_0306400;N/A;FAD-dependent glycerol-3-phosphate dehydrogenase, putative;;;;;;;;
PF3D7_0306500;N/A;cytochrome c oxidase subunit ApiCOX35, putative;;;;;;;;
PF3D7_0306600;N/A;ATP synthase-associated protein, putative;;;;;;;;
PF3D7_0306700;EMC5;ER membrane protein complex subunit 5, putative;;;;;;;;
PF3D7_0306800;CCT2;T-complex protein 1 subunit beta;;;;;;;;
PF3D7_0306900;N/A;40S ribosomal protein S23, putative;;;;;;;;
PF3D7_0307000;N/A;small nucleolar RNA snoR03;;;;;;;;
PF3D7_0307100;RPS12;40S ribosomal protein S12, putative;;;;;;;;
PF3D7_0307200;N/A;60S ribosomal protein L7, putative;;;;;;;;
PF3D7_0307300;EB1;microtubule-associated protein RP/EB family, putative;;;;;;;;
PF3D7_0307400;ClpP;ATP-dependent Clp protease proteolytic subunit;;;;;;;;
PF3D7_0307500;SKA2;spindle and kinetochore-associated protein 2, putative;;;;;;;;
PF3D7_0307600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0307700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0307800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0307900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0308000;N/A;DNA polymerase delta small subunit, putative;;;;;;;;
PF3D7_0308100;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_0308200;CCT7;T-complex protein 1 subunit eta;;;;;;;;
PF3D7_0308300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0308400;N/A;U4 spliceosomal RNA;;;;;;;;
PF3D7_0308500;N/A;activator of Hsp90 ATPase, putative;;;;;;;;
PF3D7_0308600;PRPF19;pre-mRNA-processing factor 19, putative;;;;;;;;
PF3D7_0308700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0308800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0308900;SF3B1;splicing factor 3B subunit 1, putative;;;;;;;;
PF3D7_0309000;YVH1;dual specificity protein phosphatase;;;;;;;;
PF3D7_0309100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0309200;ARK2;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_0309300;N/A;N2227-like protein, putative;;;;;;;;
PF3D7_0309400;N/A;small nucleolar RNA Me18S-Um1356;;;;;;;;
PF3D7_0309500;AS;asparagine synthetase [glutamine-hydrolyzing], putative;;;;;;;;
PF3D7_0309600;PfP2;60S acidic ribosomal protein P2;;;;;;;;
PF3D7_0309700;SBP2;SECIS-binding protein 2, putative;;;;;;;;
PF3D7_0309800;N/A;YTH domain-containing protein, putative;;;;;;;;
PF3D7_0309900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0310000;N/A;50S ribosomal protein L9, apicoplast, putative;;;;;;;;
PF3D7_0310100;CDPK3;calcium-dependent protein kinase 3;;;;;;;;
PF3D7_0310200;N/A;phd finger protein, putative;;;;;;;;
PF3D7_0310300;N/A;phosphoglycerate mutase, putative;;;;;;;;
PF3D7_0310400;PIESP1;parasite-infected erythrocyte surface protein;;;;;;;;
PF3D7_0310500;DHX57;ATP-dependent RNA helicase DHX57, putative;;;;;;;;
PF3D7_0310600;EIF3K;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;;;;;;;;
PF3D7_0310700;N/A;trafficking protein particle complex subunit 4, putative;;;;;;;;
PF3D7_0310800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0310900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0311000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0311100;N/A;pre-mRNA splicing factor, putative;;;;;;;;
PF3D7_0311200;N/A;valine--tRNA ligase, putative;;;;;;;;
PF3D7_0311300;N/A;phosphatidylinositol 3- and 4-kinase, putative;;;;;;;;
PF3D7_0311400;PKRP;kinase-related protein PKRP, putative;;;;;;;;
PF3D7_0311500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0311600;OST1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative;;;;;;;;
PF3D7_0311700;PM6;plasmepsin VI;;;;;;;;
PF3D7_0311800;N/A;ATP synthase F0 subunit d-like protein, putative;;;;;;;;
PF3D7_0311900;N/A;heptatricopeptide repeat-containing protein, putative;;;;;;;;
PF3D7_0312000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0312100;N/A;E3 ubiquitin-protein ligase;;;;;;;;
PF3D7_0312200;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_0312300;RPN12;26S proteasome regulatory subunit RPN12, putative;;;;;;;;
PF3D7_0312400;GSK3;glycogen synthase kinase 3;;;;;;;;
PF3D7_0312500;MFR3;major facilitator superfamily-related transporter, putative;;;;;;;;
PF3D7_0312600;N/A;tRNA Valine;;;;;;;;
PF3D7_0312700;N/A;tRNA Isoleucine;YES;;;;;YES;;
PF3D7_0312800;N/A;60S ribosomal protein L26, putative;;;;;;;;
PF3D7_0312900;N/A;hypothetical protein;;;;;;;;
PF3D7_0313000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0313100;HRD3;ubiquitin-protein ligase, putative;;;;;;;;
PF3D7_0313200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0313300;N/A;YGGT family protein, putative;;;;;;;;
PF3D7_0313400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0313500;PfG;Ras-like G protein;;;;;;;;
PF3D7_0313600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0313700;N/A;conserved Plasmodium protein, unknown function, unspecified product;;;;;;;;
PF3D7_0313800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0313900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0314000;N/A;HSP20-like chaperone, putative;;;;;;;;
PF3D7_0314100;N/A;vesicle transport v-SNARE protein, putative;;;;;;;;
PF3D7_0314200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0314300;DER1-2;DER1-like protein;;;;;;;;
PF3D7_0314400;PPP6;serine/threonine protein phosphatase 6, putative;;;;;;;;
PF3D7_0314500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0314600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0314700;RNF1;RING finger protein RNF1;YES;;;;;YES;;
PF3D7_0314800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0314900;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0315000;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_0315100;eIF4E;eukaryotic translation initiation factor 4E;;;;;;;;
PF3D7_0315200;CTRP;circumsporozoite- and TRAP-related protein;;;;;;;;
PF3D7_0315300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0315400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0315500;N/A;mitochondrial ribosomal protein L29/L47 precursor, putative;;;;;;;;
PF3D7_0315600;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_0315700;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0315800;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_0315900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0316000;MA;microneme associated antigen;;;;;;;;
PF3D7_0316100;N/A;mitochondrial ribosomal protein L27 precursor, putative;;;;;;;;
PF3D7_0316200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0316300;PPase;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;;;;;;;;
PF3D7_0316400;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0316500;NUF2;kinetochore protein NUF2, putative;;;;;;;;
PF3D7_0316600;FNT;formate-nitrite transporter;;;;;;;;
PF3D7_0316700;YOP1;protein YOP1, putative;;;;;;;;
PF3D7_0316800;N/A;40S ribosomal protein S15A, putative;;;;;;;;
PF3D7_0316900;N/A;E3 ubiquitin-protein ligase, putative;;;;;;;;
PF3D7_0317000;N/A;proteasome subunit alpha type-3, putative;;;;;;;;
PF3D7_0317100;B9;6-cysteine protein;;;;;;;;
PF3D7_0317200;CRK4;cdc2-related protein kinase 4;;;;;;;;
PF3D7_0317300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0317400;N/A;DNA replication complex GINS protein, putative;;;;;;;;
PF3D7_0317500;EG5;kinesin-5;;;;;;;;
PF3D7_0317600;RPS11;40S ribosomal protein S11, putative;;;;;;;;
PF3D7_0317700;N/A;CPSF (cleavage and polyadenylation specific factor), subunit A, putative;;;;;;;;
PF3D7_0317800;N/A;26S proteasome non-ATPase regulatory subunit 9, putative;;;;;;;;
PF3D7_0317900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0318000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0318100;STOML;stomatin-like protein, putative;;;;;;;;
PF3D7_0318200;RPB1;DNA-directed RNA polymerase II subunit RPB1;;;;;;;;
PF3D7_0318300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0318400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0318500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0318600;N/A;cleavage and polyadenylation specificity factor, putative;;;;;;;;
PF3D7_0318700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0318800;N/A;triosephosphate isomerase, putative;;;;;;;;
PF3D7_0318900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0319000;ATPase7;P-type ATPase, putative;;;;;;;;
PF3D7_0319100;RBX1;E3 ubiquitin-protein ligase RBX1, putative;;;;;;;;
PF3D7_0319200;CCR4-4;CCR4 domain-containing protein 4, putative;;;;;;;;
PF3D7_0319300;N/A;ubiquitin-conjugating enzyme E2, putative;;;;;;;;
PF3D7_0319400;N/A;kinesin-8, putative;;;;;;;;
PF3D7_0319500;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_0319600;EF-1delta;elongation factor 1-delta, putative;;;;;;;;
PF3D7_0319700;ABCI3;ABC transporter I family member 1, putative;;;;;;;;
PF3D7_0319800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0319900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0320000;I2;protein phosphatase inhibitor 2;;;;;;;;
PF3D7_0320100;SEC22;protein transport protein SEC22;;;;;;;;
PF3D7_0320200;N/A;CPW-WPC family protein;;;;;;;;
PF3D7_0320300;CCT5;T-complex protein 1 subunit epsilon;;;;;;;;
PF3D7_0320400;Cap380;oocyst capsule protein Cap380;;;YES;YES;;YES;YES;YES
PF3D7_0320500;Nico;nicotinamidase, putative;;;;;;;;
PF3D7_0320600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0320700;SPC25;signal peptidase complex subunit 2;;;;;;;;
PF3D7_0320800;DOZI;ATP-dependent RNA helicase DDX6;;;;;;;;
PF3D7_0320900;H2A.Z;histone H2A.Z;;;;;;;;
PF3D7_0321000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0321100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0321200;ALG7;UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative;;;;;;;;
PF3D7_0321300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0321400;STK;protein kinase, putative;;;;;;;;
PF3D7_0321500;N/A;peptidase, putative;;;;;;;;
PF3D7_0321600;DDX42;ATP-dependent RNA helicase DDX42, putative;;;;;;;;
PF3D7_0321700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0321800;N/A;WD repeat-containing protein, putative;;;;;;;;
PF3D7_0321900;CARL;cyclic amine resistance locus protein;;;;;;;;
PF3D7_0322000;CYP19A;peptidyl-prolyl cis-trans isomerase;;;;;;;;
PF3D7_0322100;Prt1;mRNA-capping enzyme subunit beta;;;;;;;;
PF3D7_0322200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0322300;DGAT;diacylglycerol O-acyltransferase;;;;;;;;
PF3D7_0322400;N/A;regulator of initiation factor 2 (eIF2);;;;;;;;
PF3D7_0322500;IscA2;iron-sulfur assembly protein, putative;;;;;;;;
PF3D7_0322600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0322700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0322800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0322900;RPS3A;40S ribosomal protein S3A, putative;;;;;;;;
PF3D7_0323000;TMA7;translation machinery-associated protein 7, putative;;;;;;;;
PF3D7_0323100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0323200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0323300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0323400;RIPR;Rh5 interacting protein;;;;;;;;
PF3D7_0323500;SMN;survival motor neuron-like protein;;;;;;;;
PF3D7_0323600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0323700;SART1;U4/U6.U5 tri-snRNP-associated protein 1, putative;;;;;;;;
PF3D7_0323800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0323900;VAR;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0324000;EPF1;exported protein family 1;;;;YES;;YES;YES;
PF3D7_0324100;MC-2TM;Pfmc-2TM Maurer's cleft two transmembrane protein;;;YES;YES;YES;YES;YES;YES
PF3D7_0324200;EPF3;exported protein family 3;;;;YES;;YES;YES;
PF3D7_0324300;EPF4;exported protein family 4;;;;YES;;YES;YES;
PF3D7_0324400;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0324500;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0324600;N/A;stevor;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0324700;VAR;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;;;YES;YES;YES;YES;
